1.0,2699.549559461384,0.23052578407784372,8.880055141587525e-16,0.26314274118041614,6.206544354904132
3.0,2637.188868642555,0.0374178017963547,4.502110273237301e-16,0.037062928236195974,2.824798143176827
5.0,2679.9622257907868,0.027456438834226857,8.500689133791193e-16,0.012233719010849044,1.3531471830336894
7.0,2772.827648265424,0.02698646479132354,6.684083749657326e-17,0.005637058274637747,0.7157194284504311
9.0,2847.768303848305,0.0295087510170006,4.635530656747793e-16,0.003099345283584636,0.44101922081651074
11.0,2916.0866558075663,0.029783622670616707,5.655036142784463e-17,0.0018995969943904115,0.20231210590914747
13.0,2889.0241240232062,0.024847195278242914,9.51548592749846e-16,0.0012524434821652279,0.13858553536191864
15.0,3246.9934682581534,0.020105604920149102,6.55347303333103e-16,0.0008698407344644971,0.10834999613188333
17.0,4982.474262537027,0.017314052137287983,9.493006616606995e-16,0.0006278609636095992,0.08280429339393498
19.0,9894.605368215662,0.01725101505781235,8.684207787243825e-16,0.00046670801632440995,0.06400313334152385
21.0,53493.21287803116,0.019295518027912583,1.315737938608172e-15,0.00035491946349533107,0.13367472463435562
23.0,223966.3404773835,0.03547112590267622,4.8087296212441934e-15,0.00027477877581833735,0.5873622086281803
25.0,1.3766258228364305e6,0.054974050464282546,1.819063617958595e-14,0.00021574943029853484,2.557538669380199
27.0,1.4551923532780385e7,0.46229764874448726,1.376990995648831e-13,0.000171276776036819,6.438737358510576
29.0,3.866282566557723e8,21.469903237572144,1.429954311689932e-12,0.00013712668651737233,128.21112769718485
31.0,1.1303312845870903e10,65.59488589310948,2.1755079341632725e-11,0.00011047505089246405,415.9501622474683
33.0,3.0631190194411044e9,33.60063632913168,1.7634998367958017,8.938564748062001e-5,2020.022315829072
35.0,2.9839557868623514e7,0.3420066561211268,1.962142428212203,7.249888330878649e-5,192.82437250950295
37.0,1.4565201272095824e6,0.01886801515038908,1.9768945064094796,5.883989119536631e-5,85.06327480884899
39.0,803119.8506873565,0.010721371001917761,1.9963970931568336,4.7696681966907234e-5,239.91221442347467
41.0,37681.71259125682,0.0005287847804164025,2.011267184607281,3.8540746393541436e-5,42.32680068746248
43.0,11712.265309724009,0.00016911933071055854,2.0122807988286113,3.0974118144224965e-5,55.979926831048886
45.0,3768.0667126340186,7.1848466785447e-5,2.0164272902643776,2.4693356453342407e-5,35.9464204648055
47.0,732.448934040966,3.799109056240663e-5,2.016609679687325,1.9464602781182287e-5,40.77058452638315
49.0,293.9284688332888,2.059267760379057e-5,2.016708715301996,1.5106047800822158e-5,29.401625747591346
51.0,137.5359538904548,1.746770612131806e-5,2.0167318438414905,1.1475471670281604e-5,27.773702987671093
53.0,75.12736471335036,1.683528084972088e-5,2.016781282455744,8.461355736656315e-6,30.573003625684624
55.0,44.586594066340304,1.589139588434976e-5,2.016787000536395,5.976622487889158e-6,22.163611993535536
57.0,42.59267915951043,1.3979038987702614e-5,2.0168008640665716,3.954495551074295e-6,37.638475664108405
59.0,36.698755392457684,1.0771938279051574e-5,2.016823626421186,2.346469149703e-6,29.132747644994136
61.0,18.364338509985004,3.537961402429252e-6,2.0168236403090147,1.1234482803897964e-6,28.896907379561355
63.0,8.215289338153667,2.3430982860681857e-6,2.0168301696346385,2.8521190059445694e-7,33.24876540556286
